VB:"hoover" VBZ:"hoovers" VBG:"hoovering" VBD:"hoovered" VBN:"hoovered"
JJ:"modular" JJR:"-" JJS:"-"
JJ:"moist" JJR:"-" JJS:"-"
JJ:"molar" JJR:"-" JJS:"-"
JJ:"moldy" JJR:"moldier" JJS:"moldiest"
JJ:"molecular" JJR:"-" JJS:"-"
JJ:"momentary" JJR:"-" JJS:"-"
JJ:"momentous" JJR:"-" JJS:"-"
JJ:"monarchic" JJR:"-" JJS:"-"
JJ:"monastic" JJR:"-" JJS:"-"
JJ:"monaural" JJR:"-" JJS:"-"
JJ:"monetary" JJR:"-" JJS:"-"
JJ:"moneyed" JJR:"-" JJS:"-"
JJ:"moneyless" JJR:"-" JJS:"-"
JJ:"mongol" JJR:"-" JJS:"-"
JJ:"mongrel" JJR:"-" JJS:"-"
JJ:"monkish" JJR:"-" JJS:"-"
JJ:"mono" JJR:"-" JJS:"-"
JJ:"monochrome" JJR:"-" JJS:"-"
JJ:"monocled" JJR:"-" JJS:"-"
JJ:"monogamous" JJR:"-" JJS:"-"
JJ:"monolithic" JJR:"-" JJS:"-"
JJ:"monopolistic" JJR:"-" JJS:"-"
JJ:"monosyllabic" JJR:"-" JJS:"-"
JJ:"monotheistic" JJR:"-" JJS:"-"
JJ:"monotonous" JJR:"-" JJS:"-"
JJ:"monstrous" JJR:"-" JJS:"-"
JJ:"monthly" JJR:"-" JJS:"-"
JJ:"monumental" JJR:"-" JJS:"-"
JJ:"moody" JJR:"moodier" JJS:"moodiest"
JJ:"moonless" JJR:"-" JJS:"-"
JJ:"moonlit" JJR:"-" JJS:"-"
JJ:"moonstruck" JJR:"-" JJS:"-"
JJ:"moony" JJR:"moonier" JJS:"mooniest"
JJ:"moot" JJR:"-" JJS:"-"
JJ:"moral" JJR:"-" JJS:"-"
JJ:"moralistic" JJR:"-" JJS:"-"
JJ:"morbid" JJR:"-" JJS:"-"
JJ:"mordant" JJR:"-" JJS:"-"
JJ:"morganatic" JJR:"-" JJS:"-"
JJ:"moribund" JJR:"-" JJS:"-"
JJ:"moronic" JJR:"-" JJS:"-"
JJ:"morose" JJR:"-" JJS:"-"
JJ:"morphemic" JJR:"-" JJS:"-"
JJ:"morphological" JJR:"-" JJS:"-"
JJ:"mortal" JJR:"-" JJS:"-"
JJ:"mosaic" JJR:"-" JJS:"-"
JJ:"moss-grown" JJR:"-" JJS:"-"
JJ:"mossy" JJR:"mossier" JJS:"mossiest"
JJ:"moth-eaten" JJR:"-" JJS:"-"
JJ:"motherless" JJR:"-" JJS:"-"
JJ:"motherlike" JJR:"-" JJS:"-"
JJ:"motherly" JJR:"-" JJS:"-"
JJ:"mothproof" JJR:"-" JJS:"-"
JJ:"motionless" JJR:"-" JJS:"-"
JJ:"motive" JJR:"-" JJS:"-"
JJ:"motiveless" JJR:"-" JJS:"-"
JJ:"motley" JJR:"-" JJS:"-"
JJ:"motor-assisted" JJR:"-" JJS:"-"
JJ:"mouldy" JJR:"mouldier" JJS:"mouldiest"
JJ:"mountainous" JJR:"-" JJS:"-"
JJ:"mournful" JJR:"-" JJS:"-"
JJ:"mousy" JJR:"mousier" JJS:"mousiest"
JJ:"mouth-watering" JJR:"-" JJS:"-"
JJ:"movable" JJR:"-" JJS:"-"
JJ:"much" JJR:"-" JJS:"-"
JJ:"mucky" JJR:"muckier" JJS:"muckiest"
JJ:"mucous" JJR:"-" JJS:"-"
JJ:"muddle-headed" JJR:"-" JJS:"-"
JJ:"muddy" JJR:"muddier" JJS:"muddiest"
JJ:"muggy" JJR:"muggier" JJS:"muggiest"
JJ:"mulish" JJR:"-" JJS:"-"
JJ:"mullioned" JJR:"-" JJS:"-"
JJ:"multi-lingual" JJR:"-" JJS:"-"
JJ:"multifarious" JJR:"-" JJS:"-"
JJ:"multiform" JJR:"-" JJS:"-"
JJ:"multilateral" JJR:"-" JJS:"-"
JJ:"multiple" JJR:"-" JJS:"-"
JJ:"multiplex" JJR:"-" JJS:"-"
JJ:"multitudinous" JJR:"-" JJS:"-"
JJ:"mum" JJR:"-" JJS:"-"
JJ:"mundane" JJR:"-" JJS:"-"
JJ:"municipal" JJR:"-" JJS:"-"
JJ:"munificent" JJR:"-" JJS:"-"
JJ:"mural" JJR:"-" JJS:"-"
JJ:"murderous" JJR:"-" JJS:"-"
JJ:"murky" JJR:"murkier" JJS:"murkiest"
JJ:"muscle-bound" JJR:"-" JJS:"-"
JJ:"muscular" JJR:"-" JJS:"-"
JJ:"mushy" JJR:"mushier" JJS:"mushiest"
JJ:"musical" JJR:"-" JJS:"-"
JJ:"musky" JJR:"muskier" JJS:"muskiest"
JJ:"musty" JJR:"mustier" JJS:"mustiest"
JJ:"mutable" JJR:"-" JJS:"-"
JJ:"mute" JJR:"-" JJS:"-"
JJ:"mutinous" JJR:"-" JJS:"-"
JJ:"mutual" JJR:"-" JJS:"-"
JJ:"muzzy" JJR:"muzzier" JJS:"muzziest"
JJ:"my" JJR:"-" JJS:"-"
JJ:"myopic" JJR:"-" JJS:"-"
JJ:"myriad" JJR:"-" JJS:"-"
JJ:"mysterious" JJR:"-" JJS:"-"
JJ:"mystic" JJR:"-" JJS:"-"
JJ:"mystical" JJR:"-" JJS:"-"
JJ:"mythical" JJR:"-" JJS:"-"
JJ:"mythological" JJR:"-" JJS:"-"
JJ:"n_ee" JJR:"-" JJS:"-"
JJ:"na\"ive" JJR:"-" JJS:"-"
JJ:"naive" JJR:"-" JJS:"-"
JJ:"naked" JJR:"-" JJS:"-"
JJ:"namby-pamby" JJR:"-" JJS:"-"
JJ:"nameless" JJR:"-" JJS:"-"
JJ:"narcotic" JJR:"-" JJS:"-"
JJ:"narrow" JJR:"narrower" JJS:"narrowest"
JJ:"narrow-minded" JJR:"-" JJS:"-"
JJ:"nasal" JJR:"-" JJS:"-"
JJ:"nascent" JJR:"-" JJS:"-"
JJ:"nasty" JJR:"nastier" JJS:"nastiest"
JJ:"natal" JJR:"-" JJS:"-"
JJ:"national" JJR:"-" JJS:"-"
JJ:"nationalist" JJR:"-" JJS:"-"
JJ:"nationalistic" JJR:"-" JJS:"-"
JJ:"nationwide" JJR:"-" JJS:"-"
JJ:"native" JJR:"-" JJS:"-"
JJ:"natty" JJR:"nattier" JJS:"nattiest"
JJ:"natural" JJR:"-" JJS:"-"
JJ:"naturalistic" JJR:"-" JJS:"-"
JJ:"naughty" JJR:"naughtier" JJS:"naughtiest"
JJ:"nauseous" JJR:"-" JJS:"-"
JJ:"nautical" JJR:"-" JJS:"-"
JJ:"naval" JJR:"-" JJS:"-"
JJ:"navigable" JJR:"-" JJS:"-"
JJ:"near" JJR:"nearer" JJS:"nearest"
JJ:"near-sighted" JJR:"-" JJS:"-"
JJ:"nearby" JJR:"-" JJS:"-"
JJ:"neat" JJR:"neater" JJS:"neatest"
JJ:"nebular" JJR:"-" JJS:"-"
JJ:"nebulous" JJR:"-" JJS:"-"
JJ:"necessary" JJR:"-" JJS:"-"
JJ:"necessitous" JJR:"-" JJS:"-"
JJ:"needful" JJR:"-" JJS:"-"
JJ:"needless" JJR:"-" JJS:"-"
JJ:"needy" JJR:"needier" JJS:"neediest"
JJ:"nefarious" JJR:"-" JJS:"-"
JJ:"negative" JJR:"-" JJS:"-"
JJ:"neglectful" JJR:"-" JJS:"-"
JJ:"negligent" JJR:"-" JJS:"-"
JJ:"negligible" JJR:"-" JJS:"-"
JJ:"negotiable" JJR:"-" JJS:"-"
JJ:"neighbourly" JJR:"-" JJS:"-"
JJ:"neither" JJR:"-" JJS:"-"
JJ:"neolithic" JJR:"-" JJS:"-"
JJ:"nerve-racking" JJR:"-" JJS:"-"
JJ:"nerveless" JJR:"-" JJS:"-"
JJ:"nervous" JJR:"-" JJS:"-"
JJ:"nervy" JJR:"-" JJS:"-"
JJ:"nescient" JJR:"-" JJS:"-"
JJ:"net" JJR:"-" JJS:"-"
JJ:"nether" JJR:"-" JJS:"-"
JJ:"nethermost" JJR:"-" JJS:"-"
JJ:"nett" JJR:"-" JJS:"-"
JJ:"neural" JJR:"-" JJS:"-"
JJ:"neuralgic" JJR:"-" JJS:"-"
JJ:"neurasthenic" JJR:"-" JJS:"-"
JJ:"neurotic" JJR:"-" JJS:"-"
JJ:"neuter" JJR:"-" JJS:"-"
JJ:"neutral" JJR:"-" JJS:"-"
JJ:"new" JJR:"newer" JJS:"newest"
JJ:"newfangled" JJR:"-" JJS:"-"
JJ:"newsless" JJR:"-" JJS:"-"
JJ:"newsworthy" JJR:"-" JJS:"-"
JJ:"newsy" JJR:"newsier" JJS:"newsiest"
JJ:"next" JJR:"-" JJS:"-"
JJ:"nice" JJR:"nicer" JJS:"nicest"
JJ:"niffy" JJR:"niffier" JJS:"niffiest"
JJ:"nifty" JJR:"niftier" JJS:"niftiest"
JJ:"niggardly" JJR:"-" JJS:"-"
JJ:"niggling" JJR:"-" JJS:"-"
JJ:"nightlong" JJR:"-" JJS:"-"
JJ:"nightly" JJR:"-" JJS:"-"
JJ:"nightmarish" JJR:"-" JJS:"-"
JJ:"nihilistic" JJR:"-" JJS:"-"
JJ:"nimble" JJR:"nimbler" JJS:"nimblest"
JJ:"niminy-piminy" JJR:"-" JJS:"-"
JJ:"nine" JJR:"-" JJS:"-"
JJ:"ninefold" JJR:"-" JJS:"-"
JJ:"ninepenny" JJR:"-" JJS:"-"
JJ:"nineteen" JJR:"-" JJS:"-"
JJ:"nineteenth" JJR:"-" JJS:"-"
JJ:"ninetieth" JJR:"-" JJS:"-"
JJ:"ninety" JJR:"-" JJS:"-"
JJ:"ninth" JJR:"-" JJS:"-"
JJ:"nipping" JJR:"-" JJS:"-"
JJ:"nippy" JJR:"nippier" JJS:"nippiest"
JJ:"nisi" JJR:"-" JJS:"-"
JJ:"nitric" JJR:"-" JJS:"-"
JJ:"nitrous" JJR:"-" JJS:"-"
JJ:"nitwitted" JJR:"-" JJS:"-"
JJ:"no" JJR:"-" JJS:"-"
JJ:"no-go" JJR:"-" JJS:"-"
JJ:"noble" JJR:"nobler" JJS:"noblest"
JJ:"nocturnal" JJR:"-" JJS:"-"
JJ:"nodular" JJR:"-" JJS:"-"
JJ:"nodulated" JJR:"-" JJS:"-"
JJ:"noiseless" JJR:"-" JJS:"-"
JJ:"noisome" JJR:"-" JJS:"-"
JJ:"noisy" JJR:"noisier" JJS:"noisiest"
JJ:"nomadic" JJR:"-" JJS:"-"
JJ:"nominal" JJR:"-" JJS:"-"
JJ:"nominative" JJR:"-" JJS:"-"
JJ:"non compos mentis" JJR:"-" JJS:"-"
JJ:"non-u" JJR:"-" JJS:"-"
JJ:"non-contentious" JJR:"-" JJS:"-"
JJ:"non-skid" JJR:"-" JJS:"-"
JJ:"nonagenarian" JJR:"-" JJS:"-"
JJ:"nonchalant" JJR:"-" JJS:"-"
JJ:"noncommissioned" JJR:"-" JJS:"-"
JJ:"noncommittal" JJR:"-" JJS:"-"
JJ:"nondescript" JJR:"-" JJS:"-"
JJ:"nonflammable" JJR:"-" JJS:"-"
JJ:"nonmoral" JJR:"-" JJS:"-"
JJ:"nonpareil" JJR:"-" JJS:"-"
JJ:"nonresident" JJR:"-" JJS:"-"
JJ:"nonsensical" JJR:"-" JJS:"-"
JJ:"nonstick" JJR:"-" JJS:"-"
JJ:"nonstop" JJR:"-" JJS:"-"
JJ:"nonunion" JJR:"-" JJS:"-"
JJ:"noonday" JJR:"-" JJS:"-"
JJ:"normal" JJR:"-" JJS:"-"
JJ:"normative" JJR:"-" JJS:"-"
JJ:"northeasterly" JJR:"-" JJS:"-"
JJ:"northeastern" JJR:"-" JJS:"-"
JJ:"northerly" JJR:"-" JJS:"-"
JJ:"northern" JJR:"-" JJS:"-"
JJ:"northernmost" JJR:"-" JJS:"-"
JJ:"northwesterly" JJR:"-" JJS:"-"
JJ:"northwestern" JJR:"-" JJS:"-"
JJ:"nosed" JJR:"-" JJS:"-"
JJ:"nosey" JJR:"-" JJS:"-"
JJ:"nostalgic" JJR:"-" JJS:"-"
JJ:"nosy" JJR:"nosier" JJS:"nosiest"
JJ:"notable" JJR:"-" JJS:"-"
JJ:"noted" JJR:"-" JJS:"-"
JJ:"noteworthy" JJR:"-" JJS:"-"
JJ:"noticeable" JJR:"-" JJS:"-"
JJ:"notifiable" JJR:"-" JJS:"-"
JJ:"notional" JJR:"-" JJS:"-"
JJ:"notorious" JJR:"-" JJS:"-"
JJ:"novel" JJR:"-" JJS:"-"
JJ:"noxious" JJR:"-" JJS:"-"
JJ:"nubile" JJR:"-" JJS:"-"
JJ:"nuclear" JJR:"-" JJS:"-"
JJ:"nucleic" JJR:"-" JJS:"-"
JJ:"nude" JJR:"-" JJS:"-"
JJ:"nugatory" JJR:"-" JJS:"-"
JJ:"null" JJR:"-" JJS:"-"
JJ:"numb" JJR:"-" JJS:"-"
JJ:"numberless" JJR:"-" JJS:"-"
JJ:"numerable" JJR:"-" JJS:"-"
JJ:"numeral" JJR:"-" JJS:"-"
JJ:"numerate" JJR:"-" JJS:"-"
JJ:"numeric" JJR:"-" JJS:"-"
JJ:"numerical" JJR:"-" JJS:"-"
JJ:"numerous" JJR:"-" JJS:"-"
JJ:"numinous" JJR:"-" JJS:"-"
JJ:"nuptial" JJR:"-" JJS:"-"
JJ:"nut-brown" JJR:"-" JJS:"-"
JJ:"nutrient" JJR:"-" JJS:"-"
JJ:"nutritional" JJR:"-" JJS:"-"
JJ:"nutritious" JJR:"-" JJS:"-"
JJ:"nutritive" JJR:"-" JJS:"-"
JJ:"nuts" JJR:"-" JJS:"-"
JJ:"nutty" JJR:"nuttier" JJS:"nuttiest"
JJ:"nymphomaniac" JJR:"-" JJS:"-"
JJ:"oafish" JJR:"-" JJS:"-"
JJ:"oaken" JJR:"-" JJS:"-"
JJ:"obdurate" JJR:"-" JJS:"-"
JJ:"obedient" JJR:"-" JJS:"-"
JJ:"obese" JJR:"-" JJS:"-"
JJ:"objectionable" JJR:"-" JJS:"-"
JJ:"objective" JJR:"-" JJS:"-"
JJ:"oblate" JJR:"-" JJS:"-"
JJ:"obligatory" JJR:"-" JJS:"-"
JJ:"obliging" JJR:"-" JJS:"-"
JJ:"oblique" JJR:"-" JJS:"-"
JJ:"oblivious" JJR:"-" JJS:"-"
JJ:"oblong" JJR:"-" JJS:"-"
JJ:"obnoxious" JJR:"-" JJS:"-"
JJ:"obscene" JJR:"-" JJS:"-"
JJ:"obscure" JJR:"-" JJS:"-"
JJ:"obsequious" JJR:"-" JJS:"-"
JJ:"observable" JJR:"-" JJS:"-"
JJ:"observant" JJR:"-" JJS:"-"
JJ:"observing" JJR:"-" JJS:"-"
JJ:"obsessional" JJR:"-" JJS:"-"
JJ:"obsessive" JJR:"-" JJS:"-"
JJ:"obsolescent" JJR:"-" JJS:"-"
JJ:"obsolete" JJR:"-" JJS:"-"
JJ:"obstetric" JJR:"-" JJS:"-"
JJ:"obstetrical" JJR:"-" JJS:"-"
JJ:"obstinate" JJR:"-" JJS:"-"
JJ:"obstreperous" JJR:"-" JJS:"-"
JJ:"obstructive" JJR:"-" JJS:"-"
JJ:"obtainable" JJR:"-" JJS:"-"
JJ:"obtrusive" JJR:"-" JJS:"-"
JJ:"obtuse" JJR:"-" JJS:"-"
JJ:"obvious" JJR:"-" JJS:"-"
JJ:"occasional" JJR:"-" JJS:"-"
JJ:"occult" JJR:"-" JJS:"-"
JJ:"occupational" JJR:"-" JJS:"-"
JJ:"oceanic" JJR:"-" JJS:"-"
JJ:"octagonal" JJR:"-" JJS:"-"
JJ:"octogenarian" JJR:"-" JJS:"-"
JJ:"ocular" JJR:"-" JJS:"-"
JJ:"odd" JJR:"odder" JJS:"oddest"
JJ:"odd-job" JJR:"-" JJS:"-"
JJ:"odds-on" JJR:"-" JJS:"-"
JJ:"odious" JJR:"-" JJS:"-"
JJ:"odoriferous" JJR:"-" JJS:"-"
JJ:"odorous" JJR:"-" JJS:"-"
JJ:"odourless" JJR:"-" JJS:"-"
JJ:"oecumenical" JJR:"-" JJS:"-"
JJ:"off" JJR:"-" JJS:"-"
JJ:"off-peak" JJR:"-" JJS:"-"
JJ:"off-putting" JJR:"-" JJS:"-"
JJ:"off-street" JJR:"-" JJS:"-"
JJ:"off-white" JJR:"-" JJS:"-"
JJ:"offbeat" JJR:"-" JJS:"-"
JJ:"offenceless" JJR:"-" JJS:"-"
JJ:"offensive" JJR:"-" JJS:"-"
JJ:"offhand" JJR:"-" JJS:"-"
JJ:"offhanded" JJR:"-" JJS:"-"
JJ:"offhandedly" JJR:"-" JJS:"-"
JJ:"official" JJR:"-" JJS:"-"
JJ:"officious" JJR:"-" JJS:"-"
JJ:"offish" JJR:"-" JJS:"-"
JJ:"offshore" JJR:"-" JJS:"-"
JJ:"offside" JJR:"-" JJS:"-"
JJ:"offstage" JJR:"-" JJS:"-"
JJ:"ogreish" JJR:"-" JJS:"-"
JJ:"oil-bearing" JJR:"-" JJS:"-"
JJ:"oiled" JJR:"-" JJS:"-"
JJ:"oilfired" JJR:"-" JJS:"-"
JJ:"oily" JJR:"oilier" JJS:"oiliest"
JJ:"okay" JJR:"-" JJS:"-"
JJ:"old" JJR:"older" JJS:"oldest"
JJ:"old-fashioned" JJR:"-" JJS:"-"
JJ:"old-maidish" JJR:"-" JJS:"-"
JJ:"old-time" JJR:"-" JJS:"-"
JJ:"old-womanish" JJR:"-" JJS:"-"
JJ:"old-world" JJR:"-" JJS:"-"
JJ:"olden" JJR:"-" JJS:"-"
JJ:"oldish" JJR:"-" JJS:"-"
JJ:"oleaginous" JJR:"-" JJS:"-"
JJ:"olfactory" JJR:"-" JJS:"-"
JJ:"olive" JJR:"-" JJS:"-"
JJ:"ominous" JJR:"-" JJS:"-"
JJ:"omnipotent" JJR:"-" JJS:"-"
JJ:"omniscient" JJR:"-" JJS:"-"
JJ:"omnivorous" JJR:"-" JJS:"-"
JJ:"oncoming" JJR:"-" JJS:"-"
JJ:"one" JJR:"-" JJS:"-"
JJ:"one-armed" JJR:"-" JJS:"-"
JJ:"one-eyed" JJR:"-" JJS:"-"
JJ:"one-horse" JJR:"-" JJS:"-"
JJ:"one-idea\'d" JJR:"-" JJS:"-"
JJ:"one-sided" JJR:"-" JJS:"-"
JJ:"one-time" JJR:"-" JJS:"-"
JJ:"onerous" JJR:"-" JJS:"-"
JJ:"ongoing" JJR:"-" JJS:"-"
JJ:"only" JJR:"-" JJS:"-"
JJ:"onshore" JJR:"-" JJS:"-"
JJ:"onward" JJR:"-" JJS:"-"
JJ:"oozy" JJR:"oozier" JJS:"ooziest"
JJ:"opalescent" JJR:"-" JJS:"-"
JJ:"opaque" JJR:"-" JJS:"-"
JJ:"open" JJR:"-" JJS:"-"
JJ:"open-air" JJR:"-" JJS:"-"
JJ:"open-ended" JJR:"-" JJS:"-"
JJ:"open-eyed" JJR:"-" JJS:"-"
JJ:"open-handed" JJR:"-" JJS:"-"
JJ:"open-hearted" JJR:"-" JJS:"-"
JJ:"open-minded" JJR:"-" JJS:"-"
JJ:"open-mouthed" JJR:"-" JJS:"-"
JJ:"opencast" JJR:"-" JJS:"-"
JJ:"opening" JJR:"-" JJS:"-"
JJ:"operable" JJR:"-" JJS:"-"
JJ:"operatic" JJR:"-" JJS:"-"
JJ:"operational" JJR:"-" JJS:"-"
JJ:"operative" JJR:"-" JJS:"-"
JJ:"ophthalmic" JJR:"-" JJS:"-"
JJ:"opinionated" JJR:"-" JJS:"-"
JJ:"opinionative" JJR:"-" JJS:"-"
JJ:"opportune" JJR:"-" JJS:"-"
JJ:"opposite" JJR:"-" JJS:"-"
JJ:"oppressive" JJR:"-" JJS:"-"
JJ:"opprobrious" JJR:"-" JJS:"-"
JJ:"optative" JJR:"-" JJS:"-"
JJ:"optic" JJR:"-" JJS:"-"
JJ:"optical" JJR:"-" JJS:"-"
JJ:"optimal" JJR:"-" JJS:"-"
JJ:"optimistic" JJR:"-" JJS:"-"
JJ:"optional" JJR:"-" JJS:"-"
JJ:"opulent" JJR:"-" JJS:"-"
JJ:"oracular" JJR:"-" JJS:"-"
JJ:"oral" JJR:"-" JJS:"-"
JJ:"orange" JJR:"-" JJS:"-"
JJ:"oratorical" JJR:"-" JJS:"-"
JJ:"orbital" JJR:"-" JJS:"-"
JJ:"orchestral" JJR:"-" JJS:"-"
JJ:"orderly" JJR:"-" JJS:"-"
JJ:"ordinal" JJR:"-" JJS:"-"
JJ:"ordinary" JJR:"-" JJS:"-"
JJ:"organic" JJR:"-" JJS:"-"
JJ:"organizational" JJR:"-" JJS:"-"
JJ:"organized" JJR:"-" JJS:"-"
JJ:"orgiastic" JJR:"-" JJS:"-"
JJ:"orient" JJR:"-" JJS:"-"
JJ:"oriental" JJR:"-" JJS:"-"
JJ:"original" JJR:"-" JJS:"-"
JJ:"ornamental" JJR:"-" JJS:"-"
JJ:"ornate" JJR:"-" JJS:"-"
JJ:"ornery" JJR:"-" JJS:"-"
JJ:"ornithological" JJR:"-" JJS:"-"
JJ:"orotund" JJR:"-" JJS:"-"
JJ:"orthodontic" JJR:"-" JJS:"-"
JJ:"orthodox" JJR:"-" JJS:"-"
JJ:"orthogonal" JJR:"-" JJS:"-"
JJ:"orthographic" JJR:"-" JJS:"-"
JJ:"orthopaedic" JJR:"-" JJS:"-"
JJ:"orthopedic" JJR:"-" JJS:"-"
JJ:"osseous" JJR:"-" JJS:"-"
JJ:"ostensible" JJR:"-" JJS:"-"
JJ:"ostentatious" JJR:"-" JJS:"-"
JJ:"other" JJR:"-" JJS:"-"
JJ:"otherworldly" JJR:"-" JJS:"-"
JJ:"otiose" JJR:"-" JJS:"-"
JJ:"our" JJR:"-" JJS:"-"
JJ:"ours" JJR:"-" JJS:"-"
JJ:"out-of-date" JJR:"-" JJS:"-"
JJ:"out-of-door" JJR:"-" JJS:"-"
JJ:"out-of-the-way" JJR:"-" JJS:"-"
JJ:"out-of-work" JJR:"-" JJS:"-"
JJ:"outback" JJR:"-" JJS:"-"
JJ:"outboard" JJR:"-" JJS:"-"
JJ:"outbound" JJR:"-" JJS:"-"
JJ:"outcast" JJR:"-" JJS:"-"
JJ:"outcaste" JJR:"-" JJS:"-"
JJ:"outdated" JJR:"-" JJS:"-"
JJ:"outdoor" JJR:"-" JJS:"-"
JJ:"outer" JJR:"-" JJS:"-"
JJ:"outermost" JJR:"-" JJS:"-"
JJ:"outgoing" JJR:"-" JJS:"-"
JJ:"outlandish" JJR:"-" JJS:"-"
JJ:"outlying" JJR:"-" JJS:"-"
JJ:"outmoded" JJR:"-" JJS:"-"
JJ:"outmost" JJR:"-" JJS:"-"
JJ:"outr_e" JJR:"-" JJS:"-"
JJ:"outrageous" JJR:"-" JJS:"-"
JJ:"outrigged" JJR:"-" JJS:"-"
JJ:"outright" JJR:"-" JJS:"-"
JJ:"outside" JJR:"-" JJS:"-"
JJ:"outsize" JJR:"-" JJS:"-"
JJ:"outspoken" JJR:"-" JJS:"-"
JJ:"outspread" JJR:"-" JJS:"-"
JJ:"outstanding" JJR:"-" JJS:"-"
JJ:"outstretched" JJR:"-" JJS:"-"
JJ:"outward" JJR:"-" JJS:"-"
JJ:"oval" JJR:"-" JJS:"-"
JJ:"over-ripe" JJR:"-" JJS:"-"
JJ:"overabundant" JJR:"-" JJS:"-"
JJ:"overactive" JJR:"-" JJS:"-"
JJ:"overall" JJR:"-" JJS:"-"
JJ:"overambitious" JJR:"-" JJS:"-"
JJ:"overanxious" JJR:"-" JJS:"-"
JJ:"overarm" JJR:"-" JJS:"-"
JJ:"overbearing" JJR:"-" JJS:"-"
JJ:"overblown" JJR:"-" JJS:"-"
JJ:"overbold" JJR:"-" JJS:"-"
JJ:"overbusy" JJR:"-" JJS:"-"
JJ:"overcareful" JJR:"-" JJS:"-"
JJ:"overcast" JJR:"-" JJS:"-"
JJ:"overcautious" JJR:"-" JJS:"-"
JJ:"overconfident" JJR:"-" JJS:"-"
JJ:"overcredulous" JJR:"-" JJS:"-"
JJ:"overcritical" JJR:"-" JJS:"-"
JJ:"overcurious" JJR:"-" JJS:"-"
JJ:"overdelicate" JJR:"-" JJS:"-"
JJ:"overdue" JJR:"-" JJS:"-"
JJ:"overeager" JJR:"-" JJS:"-"
JJ:"overemotional" JJR:"-" JJS:"-"
JJ:"overenthusiastic" JJR:"-" JJS:"-"
JJ:"overexcited" JJR:"-" JJS:"-"
JJ:"overfamiliar" JJR:"-" JJS:"-"
JJ:"overfond" JJR:"-" JJS:"-"
JJ:"overfull" JJR:"-" JJS:"-"
JJ:"overgenerous" JJR:"-" JJS:"-"
JJ:"overgreedy" JJR:"-" JJS:"-"
JJ:"overgrown" JJR:"-" JJS:"-"
JJ:"overhand" JJR:"-" JJS:"-"
JJ:"overhasty" JJR:"-" JJS:"-"
JJ:"overhead" JJR:"-" JJS:"-"
JJ:"overjealous" JJR:"-" JJS:"-"
JJ:"overjoyed" JJR:"-" JJS:"-"
JJ:"overladen" JJR:"-" JJS:"-"
JJ:"overland" JJR:"-" JJS:"-"
JJ:"overlarge" JJR:"-" JJS:"-"
JJ:"overmodest" JJR:"-" JJS:"-"
JJ:"overmuch" JJR:"-" JJS:"-"
JJ:"overnervous" JJR:"-" JJS:"-"
JJ:"overnight" JJR:"-" JJS:"-"
JJ:"overpowering" JJR:"-" JJS:"-"
JJ:"overproud" JJR:"-" JJS:"-"
JJ:"overripe" JJR:"-" JJS:"-"
JJ:"oversea" JJR:"-" JJS:"-"
JJ:"overseas" JJR:"-" JJS:"-"
JJ:"oversensitive" JJR:"-" JJS:"-"
JJ:"overserious" JJR:"-" JJS:"-"
JJ:"oversewn" JJR:"-" JJS:"-"
JJ:"oversexed" JJR:"-" JJS:"-"
JJ:"overshot" JJR:"-" JJS:"-"
JJ:"oversize" JJR:"-" JJS:"-"
JJ:"overstrung" JJR:"-" JJS:"-"
JJ:"overstuffed" JJR:"-" JJS:"-"
JJ:"oversubscribed" JJR:"-" JJS:"-"
JJ:"oversuspicious" JJR:"-" JJS:"-"
JJ:"overt" JJR:"-" JJS:"-"
JJ:"overweening" JJR:"-" JJS:"-"
JJ:"overweight" JJR:"-" JJS:"-"
JJ:"overweighted" JJR:"-" JJS:"-"
JJ:"overwrought" JJR:"-" JJS:"-"
JJ:"overzealous" JJR:"-" JJS:"-"
JJ:"oviparous" JJR:"-" JJS:"-"
JJ:"ovoid" JJR:"-" JJS:"-"
JJ:"owing" JJR:"-" JJS:"-"
JJ:"owlish" JJR:"-" JJS:"-"
JJ:"own" JJR:"-" JJS:"-"
JJ:"owner-driven" JJR:"-" JJS:"-"
JJ:"owner-occupied" JJR:"-" JJS:"-"
JJ:"ownerless" JJR:"-" JJS:"-"
JJ:"oxeyed" JJR:"-" JJS:"-"
JJ:"oxyacetylene" JJR:"-" JJS:"-"
JJ:"pacific" JJR:"-" JJS:"-"
JJ:"pagan" JJR:"-" JJS:"-"
JJ:"pained" JJR:"-" JJS:"-"
JJ:"painful" JJR:"-" JJS:"-"
JJ:"painless" JJR:"-" JJS:"-"
JJ:"painstaking" JJR:"-" JJS:"-"
JJ:"palaeolithic" JJR:"-" JJS:"-"
JJ:"palatable" JJR:"-" JJS:"-"
JJ:"palatal" JJR:"-" JJS:"-"
JJ:"palatial" JJR:"-" JJS:"-"
JJ:"pale" JJR:"paler" JJS:"palest"
JJ:"paleolithic" JJR:"-" JJS:"-"
JJ:"palish" JJR:"-" JJS:"-"
JJ:"palliative" JJR:"-" JJS:"-"
JJ:"pallid" JJR:"-" JJS:"-"
JJ:"pally" JJR:"pallier" JJS:"palliest"
JJ:"palmy" JJR:"palmier" JJS:"palmiest"
JJ:"palpable" JJR:"-" JJS:"-"
JJ:"paltry" JJR:"paltrier" JJS:"paltriest"
JJ:"panchromatic" JJR:"-" JJS:"-"
JJ:"pancreatic" JJR:"-" JJS:"-"
